season_id,season,team_id,team_name,grade_id,grade_name,competition_id,competition_name
aad2a6fe-7bbd-4680-a386-01319b828522,Summer 2021/22,6f35316b-027f-4ccc-ac2f-c2f2b52a1b1a,J Grade,46c9f241-a629-49c5-a18b-0f634fe94382,J Grade,c9524a55-6632-ec11-981f-501ac52e1666,South East Cricket Association
aad2a6fe-7bbd-4680-a386-01319b828522,Summer 2021/22,7850919e-546d-488a-b7b2-2b47ed91fb30,M Grade,dbee4f66-bb6d-4ddf-9a7e-4b72607c5299,M Grade,c9524a55-6632-ec11-981f-501ac52e1666,South East Cricket Association
a387270b-f2fd-4e48-9334-b7f9b59589a5,Summer 2020/21,4de5db13-238f-4be4-8626-317922eff69e,E Grade,bb2cf373-4e0d-4452-84a5-16b83e7fb4c9,E Grade,c9524a55-6632-ec11-981f-501ac52e1666,South East Cricket Association
a387270b-f2fd-4e48-9334-b7f9b59589a5,Summer 2020/21,967c6f60-0c82-4125-97ad-522ead675aeb,H Grade,a50b5bc5-3894-435a-b280-c372362700b2,H Grade,c9524a55-6632-ec11-981f-501ac52e1666,South East Cricket Association
a387270b-f2fd-4e48-9334-b7f9b59589a5,Summer 2020/21,0656c87c-0098-4dd3-840d-f7f03ac14bac,J Grade,4003d876-dc9c-40ac-93a6-5debd1f50391,J Grade,c9524a55-6632-ec11-981f-501ac52e1666,South East Cricket Association
a387270b-f2fd-4e48-9334-b7f9b59589a5,Summer 2020/21,3a0d9c37-4c31-4350-9a18-e877f02037da,M Grade,c70ce731-3de3-4779-95e8-41cbb048f051,M Grade,c9524a55-6632-ec11-981f-501ac52e1666,South East Cricket Association
95aa262f-30aa-4e11-8296-3a374a9fa3aa,Summer 2019/20,97069f43-145c-47f8-8398-3b3940d5a390,E Grade,0342a60b-cdbd-47cb-80ae-f898fae540d1,E Grade,c9524a55-6632-ec11-981f-501ac52e1666,South East Cricket Association
95aa262f-30aa-4e11-8296-3a374a9fa3aa,Summer 2019/20,3cd2979a-48ba-4cd6-ae5a-8aa565d79acb,I Grade,958a5a1f-c3d2-4aa2-955f-8e94f007a2ec,I Grade,c9524a55-6632-ec11-981f-501ac52e1666,South East Cricket Association
95aa262f-30aa-4e11-8296-3a374a9fa3aa,Summer 2019/20,85cdae4c-a633-40cf-99e4-2b51817f309e,K Grade,a5e26f87-6ceb-43d6-b2ad-3e44a9b578bc,K Grade,c9524a55-6632-ec11-981f-501ac52e1666,South East Cricket Association
fec2e604-1806-4e0f-861e-b7ee37643f96,Summer 2018/19,c213a20a-8db1-4f7f-a1b0-d23663a8f662,G Grade,e64597dd-9b2e-4067-98cc-bf187befeed2,G Grade,c9524a55-6632-ec11-981f-501ac52e1666,South East Cricket Association
